,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,type_wine,Variety
3015,Italy,Chianti Classico,Donna Laura,3.8,255,13,2016,red,blend
3016,France,Saint-Julien,Château Léoville Las Cases,3.9,255,58,2011,red,blend
3017,Italy,Brunello di Montalcino,Villa Poggio Salvi,3.9,255,26,2015,red,Brunello
3018,Argentina,Tupungato,Andeluna,3.5,255,14,2014,red,Merlot
3019,Italy,Barolo,Ceretto,4.2,255,87,2012,red,blend
3020,Spain,Rioja,El Coto,4.1,2558,17,2012,red,blend
3021,Spain,La Mancha,Terra Linda,3.7,256,6,2019,red,Syrah
3022,France,Pauillac,Château Pedesclaux,4.1,256,58,2016,red,blend
3023,France,Vin de France,Maison de La Villette,3.7,256,6,2018,red,Pinot Noir
3024,Australia,Barossa,Peter Lehmann,4.2,256,48,2013,red,Shiraz
3025,Portugal,Alentejano,Herdade dos Grous,4.0,2563,16,2017,red,blend
3026,Chile,Aconcagua Valley,Errazuriz,3.7,2567,14,2014,red,Cabernet Sauvignon
3027,Italy,Valpolicella Classico,Quintarelli Giuseppe,4.4,257,73,2012,red,blend
3028,Italy,Chianti Colli Senesi,Villa Poggio Salvi,3.9,257,8,2018,red,blend
3029,Italy,Toscana,Orma,4.2,257,58,2016,red,blend
3030,France,Saint-Émilion Grand Cru,Château Troplong Mondot,4.2,257,96,2014,red,blend
3031,Spain,Rioja,Antaño,3.3,257,4,2018,red,Tempranillo
3032,Portugal,Douro,Rozès,3.7,257,10,2013,red,blend
3033,France,Clos de Lambrays Grand Cru,Domaine des Lambrays,4.3,257,209,2013,red,blend
3034,Australia,McLaren Vale,d'Arenberg,3.6,257,14,2014,red,Grenache
3035,Italy,Provincia di Pavia,Kris,3.7,258,8,2017,red,Pinot Noir
3036,Italy,Barolo,G.D. Vajra,3.9,258,41,2016,red,blend
3037,Spain,Ribera del Duero,Cune (CVNE),3.5,258,6,2018,red,blend
3038,Australia,Barossa Valley,Glaetzer,4.2,258,47,2016,red,blend
3039,Italy,Valpolicella Classico,Lenotti,3.9,258,7,2017,red,blend
3040,France,Côtes-du-Rhône,Vignerons de l'Enclave,3.4,258,8,2017,red,blend
3041,France,Margaux,Château Le Coteau,4.0,258,23,2014,red,blend
3042,Argentina,Tupungato,Andeluna,3.4,258,8,2017,red,Merlot
3043,Chile,Aconcagua Valley,Errazuriz,3.5,258,8,2018,red,Merlot
3044,Italy,Langhe,Borgogno,3.7,258,25,2015,red,Nebbiolo
3045,Argentina,San Juan,Bodega Finca Las Moras,3.5,2585,6,2019,red,Malbec
3046,Argentina,Uco Valley,Finca La Celia,3.4,259,12,2018,red,Malbec
3047,Italy,Valpolicella Ripasso Classico,Villabella,4.0,259,14,2016,red,blend
3048,Italy,Salento,Schola Sarmenti,4.4,259,21,2016,red,Negroamaro
3049,Australia,South Australia,Penfolds,4.0,259,29,2017,red,Shiraz
3050,France,Bordeaux Supérieur,Château de Ricaud,3.4,259,17,2014,red,blend
3051,Spain,Rioja,El Coto,4.1,2595,26,2011,red,blend
3052,United States,Columbia Valley,14 Hands,3.6,2598,12,2015,red,Cabernet Sauvignon
3053,France,Blaye - Côtes de Bordeaux,Château Peybonhomme,3.1,26,22,2014,red,blend
3054,France,Gigondas,Château de Saint Cosme,4.1,26,86,2016,red,blend
3055,South Africa,Constantia,Steenberg,3.9,26,20,2016,red,Shiraz
3056,Germany,Pfalz,Oliver Zeter,3.7,26,20,2016,red,Syrah
3057,France,Pommard,J.M. Boillot,4.3,26,48,2016,red,blend
3058,United States,California,Hacienda,3.3,26,8,2015,red,Merlot
3059,Italy,Amarone della Valpolicella,Cà dei Frati,4.3,26,47,2013,red,blend
3060,Germany,Ahr,Julia Bertram,4.1,26,38,2016,red,blend
3061,Germany,Rheingau,Eser,3.8,26,9,2017,red,blend
3062,Italy,Terre Siciliane,Trovati,3.9,26,5,2018,red,Nero d'Avola
3063,South Africa,Stellenbosch,Lusthof,3.6,26,11,2015,red,Pinotage
3064,South Africa,Paarl,Nederburg,3.4,26,9,2017,red,Cabernet Sauvignon
3065,Spain,Montsant,Terra de Falanis,3.3,26,10,2016,red,blend
3066,Austria,Burgenland,Anita Nittnaus Hans,3.9,26,8,2017,red,blend
3067,Germany,Baden,Fritz Waßmer,4.0,26,17,2015,red,blend
3068,Austria,Mittelburgenland,Gesellmann,3.6,26,13,2015,red,blend
3069,Italy,Langhe,Elio Filippino,3.7,26,13,2013,red,blend
3070,France,Hermitage,Delas,4.2,26,93,2017,red,blend
3071,Italy,Sicilia,Tenuta Gorghi Tondi,3.6,26,18,2015,red,blend
3072,France,Saint-Émilion Grand Cru,Château Les Grandes Murailles,4.0,26,76,2005,red,blend
3073,France,Côtes-du-Rhône,Rémy Ferbras,3.3,26,7,2016,red,blend
3074,Spain,Priorat,Martinet,4.2,26,135,1996,red,blend
3075,France,Nuits-Saint-Georges,Philippe Gavignet,4.1,26,42,2017,red,blend
3076,Spain,Catalunya,Torres,3.6,26,7,2019,red,blend
3077,France,Bordeaux,Château Clos Chaumont,3.7,26,28,2005,red,blend
3078,Italy,Rosso Piceno,Conti di Buscareto,3.3,26,8,2018,red,blend
3079,Italy,Brindisi,Rocca,3.7,26,7,2011,red,blend
3080,France,Vosne-Romanée Premier Cru,Clos Frantin,4.2,26,125,2016,red,blend
3081,Italy,Chianti Classico,Dievole,4.0,26,18,2015,red,blend
3082,France,Pays d'Oc,Seigneurie de Peyrat,3.4,26,9,2018,red,blend
3083,Austria,Mittelburgenland,Hans Igler,3.3,26,10,2014,red,Zweigelt
3084,France,Bordeaux,Château le Sabley,3.0,26,7,2016,red,blend
3085,France,La Clape,Château d'Anglès,3.8,26,17,2017,red,blend
3086,France,Chambolle-Musigny,Domaine Arnoux-Lachaux,4.0,26,104,2016,red,blend
3087,Spain,Binissalem-Mallorca,Biniagual,3.9,26,13,2014,red,blend
3088,France,Coteaux Bourguignons,Louis Latour,3.6,26,15,2018,red,Pinot Noir
3089,France,Languedoc,Jean Claude Mas,4.1,26,6,2018,red,blend
3090,France,Pauillac,Château Haut-Bages Monpelou,3.9,26,25,2016,red,blend
3091,France,Vin de France,Maison les Alexandrins,2.8,26,10,2018,red,Syrah
3092,Italy,Salice Salentino,Colle Al Vento,3.8,26,8,2015,red,blend
3093,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.8,26,14,2018,red,Lagrein
3094,France,Morey-Saint-Denis,Domaine Bruno Clair,4.2,26,73,2014,red,blend
3095,France,Côtes-du-Rhône-Villages 'Seguret',Maison Plantevin,3.9,26,12,2016,red,blend
3096,Spain,Bierzo,Descendientes de J. Palacios,4.4,26,90,2016,red,blend
3097,Italy,Südtirol - Alto Adige,Klaus Lentsch,4.0,26,65,2013,red,blend
3098,France,Côtes-du-Rhône-Villages,Château Maucoil,3.8,26,9,2018,red,blend
3099,France,Gigondas,Château de Saint Cosme,4.3,26,72,2013,red,blend
3100,Spain,Mallorca,Cap Andritxol,3.5,26,13,2017,red,blend
3101,Germany,Pfalz,Lergenmüller,4.0,26,17,2017,red,Merlot
3102,Spain,Ribera del Queiles,Del Jardín,3.3,26,13,2011,red,blend
3103,South Africa,Paarl,Windmeul Kelder Cellar,3.8,26,19,2014,red,blend
3104,United States,Lodi,Home Run,3.5,26,6,2018,red,Zinfandel
3105,France,Côte-Rôtie,Delas,4.0,26,166,2013,red,blend
3106,Italy,Sicilia,Planeta,3.3,26,10,2018,red,Nero d'Avola
3107,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.9,26,19,2015,red,blend
3108,Spain,Toro,Muruve,3.8,26,11,2015,red,blend
3109,Spain,Rioja,Navarrsotillo,3.7,26,14,2012,red,blend
3110,Italy,Brunello di Montalcino,Donna Olga,4.3,26,34,2015,red,Brunello
3111,Germany,Pfalz,Friedrich Becker,4.1,26,58,2014,red,blend
3112,Portugal,Douro,Niepoort,4.2,260,60,2016,red,blend
3113,France,Chinon,Couly-Dutheil,3.7,260,23,2014,red,blend
3114,South Africa,Stellenbosch,Simonsig,4.0,260,16,2016,red,blend
3115,Italy,Barbera del Monferrato,Azienda Agricola Accornero,3.9,260,13,2015,red,blend
3116,United States,North Coast,Hess Select,3.8,2601,14,2015,red,Cabernet Sauvignon
3117,Argentina,Mendoza,El Enemigo,4.3,2604,21,2016,red,Cabernet Franc
3118,Italy,Lazio,Falesco,3.8,2606,10,2016,red,Syrah
3119,Italy,Montepulciano d'Abruzzo,Rocca Antica,3.8,261,13,2014,red,Montepulciano
3120,Chile,Aconcagua Valley,Arboleda,4.0,261,15,2017,red,blend
3121,Italy,Barbera d'Alba,Elio Grasso,3.8,261,34,2014,red,Barbera
3122,Spain,Navarra,Bodega Tandem,3.8,261,21,2006,red,blend
3123,Italy,Chianti Classico,Frescobaldi,3.3,261,10,2017,red,blend
3124,France,Haut-Médoc,Château Clement-Pichon,3.7,261,19,2014,red,blend
3125,South Africa,Stellenbosch,Vergelegen,4.0,261,13,2013,red,Cabernet Sauvignon
3126,France,Haut-Médoc,Château Caronne Ste. Gemme,3.9,261,28,2005,red,blend
3127,Germany,Pfalz,Schneider,4.1,261,15,2018,red,blend
3128,Italy,Trentino-Alto Adige,Cantina Kaltern,3.7,261,11,2018,red,Merlot
3129,Italy,Sicilia,Farnese,3.6,261,6,2018,red,Nero d'Avola
3130,Argentina,Lujan de Cuyo,Viña Cobos,4.4,2611,34,2017,red,Malbec
3131,Italy,Salento,Tormaresca,4.1,2612,12,2017,red,Primitivo
3132,France,Saint-Émilion Grand Cru,Château La Dominique,4.0,262,56,2015,red,blend
3133,France,Pomerol,Château Gazin,4.0,262,35,2014,red,blend
3134,Spain,Mallorca,Ànima Negra,4.3,262,39,2017,red,blend
3135,Chile,Colchagua Valley,Apaltagua,3.7,262,14,2018,red,blend
3136,Austria,Burgenland,Heinrich,4.1,262,40,2012,red,blend
3137,United States,St. Helena,Spottswoode,4.2,262,73,2012,red,Cabernet Sauvignon
3138,Spain,Castilla y León,Bodegas Clunia,3.9,262,16,2014,red,Syrah
3139,France,Médoc,Château Bellegrave,3.9,262,13,2017,red,blend
3140,Italy,Garda,Cantina di Custoza,3.7,262,8,2016,red,Corvina
3141,Spain,Rioja,Baron de Ley,3.8,2626,10,2015,red,blend
3142,South Africa,Western Cape,Arabella,3.5,263,6,2019,red,Shiraz
3143,France,Bourgogne,Domaine Henri Boillot,4.0,263,28,2017,red,Pinot Noir
3144,Italy,Primitivo di Manduria,Masca del Tacco,4.1,263,10,2018,red,Primitivo
3145,Chile,Cachapoal Valley,Santa Ema,3.5,263,8,2017,red,Merlot
3146,Italy,Barbera d'Asti,Coppo,4.3,263,60,2016,red,Barbera
3147,Chile,Rapel Valley,MontGras,3.9,263,12,2017,red,blend
3148,Portugal,Douro,Niepoort,4.2,263,67,2016,red,blend
3149,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.2,263,70,2012,red,blend
3150,Italy,Toscana,Collazzi,4.0,263,12,2014,red,blend
3151,France,Côtes-du-Rhône-Villages,Domaine de la Janasse,3.8,263,18,2017,red,blend
3152,Italy,Barolo,Fontanafredda,4.0,264,63,2013,red,blend
3153,France,Saint-Julien,Château Léoville Poyferré,4.3,264,109,2016,red,blend
3154,Spain,Castilla y León,Leda,3.9,264,30,2015,red,Tempranillo
3155,Italy,Brunello di Montalcino,Tenuta di Sesta,4.1,264,34,2014,red,Brunello
3156,Spain,Penedès,Torres,3.9,2648,13,2015,red,Cabernet Sauvignon
3157,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,265,59,2013,red,blend
3158,Austria,Neusiedlersee,Keringer,4.2,265,16,2017,red,Zweigelt
3159,Italy,Toscana,Tua Rita,3.8,265,15,2018,red,blend
3160,Italy,Terre Siciliane,Tasca d'Almerita,4.0,265,13,2016,red,Cabernet Sauvignon
3161,Spain,Rioja,Palacios Remondo,4.0,2651,14,2016,red,blend
3162,United States,Napa Valley,Francis Ford Coppola,3.9,2651,23,2015,red,Merlot
3163,Italy,Barolo,Prunotto,4.0,2659,30,2013,red,blend
3164,South Africa,Stellenbosch,Vergelegen,4.3,266,95,2012,red,blend
3165,Spain,Toro,Teso La Monja,3.7,266,10,2017,red,blend
3166,Australia,South Eastern Australia,Wolf Blass,3.3,266,7,2018,red,Shiraz
3167,Portugal,Douro,Churchill's,4.2,266,35,2013,red,blend
3168,France,Costières-de-Nîmes,Michel Gassier,3.8,266,14,2016,red,blend
3169,Italy,Campania,Vesevo,3.8,266,7,2015,red,Aglianico
3170,United States,California,Bogle,3.6,2660,14,2016,red,Merlot
3171,Italy,Toscana,Caparzo,3.9,2662,6,2016,red,Sangiovese
3172,France,Châteauneuf-du-Pape,Domaine du Vieux Lazaret,4.2,2663,24,2016,red,blend
3173,France,Vacqueyras,Fontaine du Clos,3.8,267,11,2015,red,blend
3174,France,Pomerol,Château Gazin,4.2,267,85,2015,red,blend
3175,Italy,Barbera d'Asti,Pico Maccario,3.8,267,16,2016,red,Barbera
3176,France,Médoc,Château Haut-Maurac,3.7,267,25,2015,red,blend
3177,Italy,Valpolicella Ripasso,Sartori,3.8,267,9,2017,red,blend
3178,South Africa,Stellenbosch,Simonsig,3.9,267,22,2014,red,blend
3179,Spain,Cariñena,Monte Ducay,3.5,267,7,2015,red,blend
3180,France,Pomerol,Château Gombaude-Guillot,4.3,267,80,2010,red,blend
3181,Italy,Chianti Rùfina,Fattoria di Basciano,3.7,267,10,2017,red,blend
3182,Italy,Barolo,La Spinetta,4.5,267,132,2012,red,blend
3183,Austria,Burgenland,Claus Preisinger,3.8,267,13,2017,red,Zweigelt
3184,Italy,Brunello di Montalcino,Tenuta Il Poggione,4.2,2678,36,2013,red,Brunello
3185,Chile,Colchagua Valley,MontGras,4.0,268,26,2014,red,blend
3186,France,Saint-Émilion Grand Cru,Château Sansonnet,4.1,268,42,2015,red,blend
3187,Argentina,San Juan,Callia,3.7,268,6,2019,red,Syrah
3188,Italy,Rosso di Montalcino,San Felice,3.9,268,14,2016,red,blend
3189,South Africa,Paarl,Avondale,3.7,268,14,2014,red,blend
3190,France,Médoc,Château Saint-Aubin,3.7,268,15,2014,red,blend
3191,Spain,Rioja,Bodegas Roda,4.6,268,209,2011,red,blend
3192,France,Pomerol,Clos Rene,4.2,268,55,2005,red,blend
3193,Italy,Piave,Astoria,3.5,269,10,2017,red,Cabernet Sauvignon
3194,Italy,Rosso di Montalcino,Pietroso,4.0,269,20,2014,red,blend
3195,Italy,Toscana,Terra Grande,4.1,269,26,2016,red,blend
3196,United States,Oakville,Robert Mondavi,4.5,269,155,2015,red,Cabernet Sauvignon
3197,Spain,Plà i Llevant,Es Fangar,4.2,269,27,2012,red,blend
3198,France,Châteauneuf-du-Pape,François Arnaud,3.7,269,29,2015,red,blend
3199,Spain,Castilla y León,Abadia Retuerta,4.2,269,67,2015,red,Tempranillo
3200,Australia,South Australia,Oxford Landing,3.3,269,9,2017,red,Merlot
3201,Italy,Chianti Classico,Castelli del Grevepesa,3.8,269,17,2016,red,blend
3202,United States,Sonoma Coast,Occidental,4.3,269,89,2013,red,Pinot Noir
3203,Italy,Brunello di Montalcino,Siro Pacenti,4.2,269,75,2012,red,Brunello
3204,Argentina,Mendoza,Kaiken,3.7,2696,7,2018,red,Malbec
3205,Italy,Puglia,Terre Avare,3.6,27,7,2017,red,blend
3206,Spain,La Mancha,El Vínculo,3.6,27,13,2013,red,blend
3207,Germany,Baden,Von der Mark,4.2,27,38,2015,red,Pinot Noir
3208,Spain,Calatayud,Intruso,3.9,27,7,2018,red,blend
3209,Other Countries,Other Region,Other Winery,4.2,27,37,2017,red,Pinot Noir
3210,France,Châteauneuf-du-Pape,M. Chapoutier,4.2,27,89,2004,red,blend
3211,South Africa,Robertson,Goedverwacht,4.2,27,17,2015,red,Cabernet Sauvignon
3212,France,Alsace,Trimbach,3.7,27,17,2018,red,Pinot Noir
3213,France,Clos Vougeot Grand Cru,Joseph Drouhin,4.5,27,190,2012,red,blend
3214,Italy,Toscana,Tenute Guicciardini Strozzi,4.3,27,27,2015,red,blend
3215,Spain,Mallorca,Mortitx,3.8,27,16,2016,red,blend
3216,France,Cahors,Rigal,3.9,27,17,2012,red,blend
3217,France,Gevrey-Chambertin 1er Cru 'Issarts',Faiveley,4.4,27,74,2013,red,blend
3218,Germany,Baden,Heger,3.4,27,11,2015,red,blend
3219,France,Vosne-Romanée,Domaine Arnoux-Lachaux,4.1,27,104,2017,red,blend
3220,France,Haut-Médoc,Château Fontesteau,3.7,27,17,2013,red,blend
3221,Italy,Amarone della Valpolicella,Villa Cavarena,3.9,27,35,2015,red,blend
3222,Germany,Baden,Julius Zotz,4.1,27,19,2014,red,Pinot Noir
3223,Italy,Vino Nobile di Montepulciano,Talosa,4.0,27,19,2015,red,Montepulciano
3224,Spain,Rioja,El Meson,4.0,27,12,2015,red,blend
3225,France,Volnay 1er Cru 'Clos des Chênes',Domaine Henri Delagrange et Fils,4.1,27,73,2016,red,blend
3226,Spain,Mallorca,Tianna Negre,3.1,27,8,2018,red,blend
3227,Italy,Toscana,Poggio Argentiera,3.9,27,16,2016,red,Syrah
3228,Italy,Barbaresco,La Morandina,3.7,27,30,2010,red,blend
3229,France,Arbois,Domaine Ratte,4.3,27,37,2017,red,Arbois
3230,Italy,Rosso di Montalcino,Fossacolle,4.1,27,15,2016,red,blend
3231,Spain,Mallorca,Ànima Negra,4.1,27,125,2016,red,blend
3232,Italy,Chianti,Danzante,3.7,27,10,2018,red,blend
3233,Portugal,Bairrada,Caves Primavera,3.4,27,9,2010,red,blend
3234,France,Saint-Émilion Grand Cru,Château Quintus,4.2,27,159,2016,red,blend
3235,South Africa,Stellenbosch,Anura,3.8,27,14,2017,red,Pinotage
3236,Spain,Mallorca,Can Majoral,3.8,27,10,2017,red,blend
3237,France,Beaune Premier Cru,Domaine des Héritiers Louis Jadot,4.0,27,67,2016,red,blend
3238,Italy,Monferrato,Braida,3.9,27,15,2017,red,blend
3239,Italy,Terre Siciliane,Calatrasi,3.4,27,18,2008,red,Gin
3240,France,Châteauneuf-du-Pape,Clos du Caillou,4.0,27,57,2017,red,blend
3241,France,Minervois,Calmel & Joseph,3.6,27,10,2016,red,blend
3242,Spain,Rioja,Pastor Diaz,3.3,27,14,2012,red,blend
3243,Italy,Amarone della Valpolicella Classico,Zeni,4.1,27,43,2015,red,blend
3244,Italy,Valpolicella Classico,Paolo Cottini,3.6,27,12,2018,red,blend
3245,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.4,27,7,2016,red,Merlot
3246,France,Chambolle-Musigny,Frédéric Magnien,4.0,27,57,2016,red,blend
3247,Germany,Rheinhessen,Knobloch,3.8,27,8,2018,red,blend
3248,Germany,Baden,Haltinger Winzer,3.6,27,7,2015,red,blend
3249,Italy,Collio,Marco Felluga,4.0,27,27,2017,red,Cabernet Franc
3250,Italy,Barbera d'Alba,Giacosa Fratelli,3.7,27,11,2018,red,Barbera
3251,Austria,Niederösterreich,Johann Topf,3.7,27,13,2019,red,Zweigelt
3252,South Africa,Walker Bay,Creation,4.0,27,36,2017,red,Syrah
3253,South Africa,Swartland,Swartland Winery,3.7,27,8,2017,red,Cabernet Sauvignon
3254,Italy,Dolcetto d'Alba,Broccardo,3.5,27,8,2014,red,Dolcetto
3255,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.2,27,7,2018,red,Dornfelder
3256,Austria,Niederösterreich,Dürnberg,3.8,27,8,2018,red,Zweigelt
3257,Italy,Valtenesi,La Basia,3.5,27,11,2016,red,blend
3258,Austria,Burgenland,Umathum,3.6,27,11,2018,red,Zweigelt
3259,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.6,27,10,2016,red,Montepulciano
3260,France,Côtes de Gascogne,Plaimont,3.5,27,6,2017,red,blend
3261,Italy,Castel del Monte,Rivera,4.1,27,17,2014,red,blend
3262,South Africa,Walker Bay,Springfontein,4.1,27,29,2015,red,Pinotage
3263,France,Saint-Émilion Grand Cru,Château Lusseau,4.0,27,39,2005,red,blend
3264,Chile,Central Valley,Miguel Torres,3.3,27,9,2018,red,Carménère
3265,Spain,Yecla,Alma de Casa,3.5,27,6,2016,red,blend
3266,France,Costières-de-Nîmes,Clos des Boutes,3.4,27,16,2015,red,blend
3267,France,Minervois,Domaine des Aires Hautes,3.1,27,10,2013,red,blend
3268,United States,California,Stone Barn,3.7,27,8,2016,red,Cabernet Sauvignon
3269,Spain,Rioja,Larchago,4.1,27,54,2000,red,blend
3270,Italy,Langhe,Enzo Boglietti,3.7,27,35,2015,red,blend
3271,Italy,Carignano del Sulcis,Sardus Pater,3.8,27,31,2014,red,Carignan
3272,Spain,Calatayud,Bodegas Langa,3.5,27,8,2018,red,blend
3273,France,Corton Grand Cru,Faiveley,3.9,27,149,1995,red,blend
3274,France,Côtes-du-Rhône,Pellerin,3.6,27,9,2016,red,blend
3275,Italy,Rosso Veronese,Bolla,4.1,27,17,2016,red,blend
3276,Italy,Terre Siciliane,Paladin,4.0,27,8,2017,red,blend
3277,France,Bonnes-Mares Grand Cru,Domaine Bruno Clair,4.3,27,291,2014,red,blend
3278,France,Saint-Émilion Grand Cru,Château Fombrauge,4.5,27,220,2005,red,blend
3279,France,Corbières,Château du Grand Caumont,3.9,27,8,2018,red,blend
3280,France,Saint-Estèphe,Château Domeyne,3.6,27,23,2005,red,blend
3281,Australia,McLaren Vale,Coriole Vineyards,4.2,27,58,2016,red,Shiraz
3282,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.5,27,8,2017,red,Dornfelder
3283,France,Châteauneuf-du-Pape,LePlan-Vermeersch,4.2,27,39,2012,red,blend
3284,Austria,Südoststeiermark,Winkler-Hermaden,3.3,27,11,2014,red,Zweigelt
3285,Italy,Chianti,Ruffino,3.6,270,11,2017,red,blend
3286,Italy,Toscana,Castello di Ama,3.5,270,21,2011,red,blend
3287,Italy,Taurasi,Mastroberardino,4.2,270,34,2012,red,blend
3288,Australia,Barossa,Langmeil,3.9,270,13,2016,red,Shiraz
3289,France,Saint-Estèphe,Château de Pez,3.9,270,33,2013,red,blend
3290,France,Gevrey-Chambertin,Domaine Trapet,4.1,270,97,2015,red,blend
3291,Italy,Terre Siciliane,Barone Montalto,3.6,2706,5,2017,red,Nero d'Avola
3292,Italy,Terre Siciliane,Baglio di Pianetto,3.8,271,15,2012,red,Merlot
3293,Italy,Salento,Tormaresca,3.6,271,13,2018,red,blend
3294,Australia,South Eastern Australia,Banrock Station,4.1,271,6,2019,red,Shiraz
3295,Italy,Lacrima di Morro d'Alba,Velenosi,3.5,271,8,2018,red,Lacrima
3296,Spain,Jumilla,Bodega Cerrón,3.7,271,11,2014,red,blend
3297,Spain,Ribera del Duero,Lopez Cristobal,3.7,271,9,2018,red,blend
3298,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.7,271,8,2017,red,Montepulciano
3299,Italy,Barbaresco,Batasiolo,3.9,271,25,2015,red,blend
3300,Spain,Toro,Telmo Rodriguez,3.6,271,8,2018,red,blend
3301,France,Margaux,Château Lascombes,4.1,271,89,2016,red,blend
3302,Italy,Vigneti delle Dolomiti,Foradori,3.9,271,16,2009,red,Teroldego
3303,Portugal,Península de Setúbal,José Maria da Fonseca,3.7,2710,11,2017,red,blend
3304,Italy,Chianti Classico,San Felice,4.0,272,23,2015,red,blend
3305,Spain,Rioja,Viña Albina,3.8,272,18,2011,red,blend
3306,France,Côtes Catalanes,Domaine Lafage,3.7,272,9,2018,red,Grenache
3307,Italy,Chianti,Bibi Graetz,3.4,272,13,2013,red,blend
3308,Italy,Monferrato,Montalbera,3.9,272,27,2016,red,blend
3309,France,Bandol,Gros' Noré,4.0,272,32,2015,red,blend
3310,Portugal,Alentejano,Esporão,3.5,272,6,2019,red,blend
3311,Portugal,Alentejano,Esporão,4.0,272,34,2012,red,Alicante Bouschet
3312,Italy,Chianti Classico,San Leonino,3.8,272,9,2016,red,blend
3313,Italy,Toscana,Ornellaia,3.9,272,18,2018,red,blend
3314,Spain,Montsant,Capçanes,3.7,272,8,2018,red,blend
3315,United States,California,Woodbridge by Robert Mondavi,3.4,2723,8,2017,red,Cabernet Sauvignon
3316,Australia,South Australia,Yalumba,3.4,273,12,2017,red,Merlot
3317,Spain,Bajo Aragón,Lagar d'Amprius,3.8,273,13,2014,red,blend
3318,Spain,Madrid,Las Moradas de San Martín,3.8,273,19,2011,red,blend
3319,Italy,Veneto,Tinazzi,4.1,273,14,2018,red,Cabernet Sauvignon
3320,Italy,Isola dei Nuraghi,Argiolas,4.2,273,23,2016,red,blend
3321,Spain,Rioja,Bodegas Olarra,3.9,273,7,2017,red,blend
3322,France,Hérault,Mas de Daumas Gassac,3.5,273,4,2017,red,blend
3323,Portugal,Douro,Churchill's,3.8,273,15,2016,red,blend
3324,France,Saint-Émilion Grand Cru,Château Pavie,4.1,273,429,2005,red,blend
3325,Italy,Brunello di Montalcino,Piancornello,4.2,273,39,2010,red,Brunello
3326,Spain,La Mancha,Volver,4.0,273,13,2017,red,Tempranillo
3327,France,Moulis-en-Médoc,Château Chasse-Spleen,3.7,274,27,2014,red,blend
3328,Italy,Toscana,Poggio delle Faine,3.7,274,28,2010,red,blend
3329,Italy,Barbaresco,Fontanafredda,3.8,274,32,2014,red,blend
3330,France,Margaux,Château Malescot St. Exupery,4.3,274,88,2015,red,blend
3331,Italy,Barolo,Giacomo Fenocchio,3.8,274,36,2015,red,blend
3332,Italy,Bolgheri,Tenute Guicciardini Strozzi,3.8,274,24,2016,red,blend
3333,France,Côtes de Provence,Minuty,3.9,274,19,2017,red,blend
3334,France,Languedoc-Roussillon,Domaine Lafage,4.1,274,13,2017,red,Grenache
3335,Chile,Colchagua Valley,Emiliana,4.3,2742,21,2015,red,blend
